rank,Net Worth ($B),Age,Country of Residence,City of Residence,Source,Industries,Origin Country,Self Made,Gender,Surname,First Name,Birth Year,Residence Country CPI Inflation Percentage,Residence Country GDP,Residence Country Tertiary Education Enrollment Percentage,Country of Residence Life Expectancy,Country of Residence Population
1575,1.9,81,United States,Palm Beach,"Homebuilding, NFL team",Construction & Engineering,United States,True,M,Schar,Dwight,1942,17.2%,21427700000000,88.2%,78.5,328239523
1575,1.9,65,China,Hangzhou,Photovoltaics,Energy,China,True,M,Shao,Jianxiong,1957,25.1%,19910000000000,50.6%,77.0,1397715000
1575,1.9,68,China,Hangzhou,Diversified,Manufacturing,China,True,M,Shao,Qinxiang,1954,25.1%,19910000000000,50.6%,77.0,1397715000
1575,1.9,60,China,Jiaxing,Semiconductors,Technology,United States,True,M,Shen,Hua,1963,25.1%,19910000000000,50.6%,77.0,1397715000
1575,1.9,73,Indonesia,Surabaya,Investments,Finance & Investments,Indonesia,True,M,Sondakh,Peter,1950,51.2%,1119190780753,36.3%,71.5,270203917
1575,1.9,63,United States,Greenwich,Cargill,Food & Beverage,United States,False,F,Stitzer,Lucy,1960,17.2%,21427700000000,88.2%,78.5,328239523
1575,1.9,70,Philippines,Manila,Diversified,Diversified,Philippines,False,F,Sy,Elizabeth,1952,29.6%,376795508680,35.5%,71.1,108116615
1575,1.9,60,Indonesia,Surabaya,Paints,Manufacturing,Indonesia,False,M,Tanoko,Hermanto,1962,51.2%,1119190780753,36.3%,71.5,270203917
1575,1.9,64,Turkey,Istanbul,Construction,Construction & Engineering,Turkey,False,M,Tara,Mehmet Sinan,1958,134.4%,754411708203,23.9%,77.4,83429615
1575,1.9,76,Japan,Fukuoka,Drugstores,Fashion & Retail,Japan,True,M,Uno,Masateru,1947,5.5%,5081769542380,63.2%,84.2,126226568
1575,1.9,90,Greece,Athens,Oil and gas,Energy,Greece,True,M,Vardinoyannis & family,Vardis,1933,1.9%,209852761469,136.6%,81.3,10716322
1575,1.9,57,India,Bangalore,Real estate,Real Estate,India,False,M,Virwani,Jitendra,1966,80.4%,2611000000000,28.1%,69.4,1366417754
1575,1.9,67,China,Zhengzhou,Real estate,Real Estate,China,True,M,Wang,Chaobin,1956,25.1%,19910000000000,50.6%,77.0,1397715000
1575,1.9,91,China,Zhengzhou,Retail,Fashion & Retail,Taiwan,True,M,Wang,Ren-sheng,1931,25.1%,19910000000000,50.6%,77.0,1397715000
1575,1.9,80,United States,Hobe Sound,Campbell Soup,Food & Beverage,United States,False,F,Weber,Charlotte Colket,1942,17.2%,21427700000000,88.2%,78.5,328239523
1575,1.9,72,China,Nanjing,Pharmaceuticals,Healthcare,China,False,F,Xie,Juhua,1951,25.1%,19910000000000,50.6%,77.0,1397715000
1575,1.9,88,China,Hangzhou,"Chemicals, logistics",Manufacturing,China,True,M,Xu,Chuanhua,1935,25.1%,19910000000000,50.6%,77.0,1397715000
1575,1.9,68,China,Beijing,"Oil, banking",Diversified,China,True,M,Zhang,Hongwei,1954,25.1%,19910000000000,50.6%,77.0,1397715000
1575,1.9,71,United States,Charleston,Chemicals,Manufacturing,United States,False,F,Zucker,Anita,1952,17.2%,21427700000000,88.2%,78.5,328239523
1647,1.8,43,Australia,Sydney,Software,Technology,Australia,True,M,Adams,Cameron,1979,19.8%,1392680589329,113.1%,82.7,25766605
1647,1.8,75,Qatar,Doha,"Hotels, diversified",Diversified,Qatar,True,M,Al Thani,Faisal Bin Qassim,1948,15.4%,183466208791,17.9%,80.1,2832067
1647,1.8,79,United States,Houston,Sports team,Sports,United States,True,M,Alexander,Leslie,1943,17.2%,21427700000000,88.2%,78.5,328239523
1647,1.8,57,Japan,Tokyo,Home sales,Real Estate,Japan,True,M,Arai,Masaaki,1965,5.5%,5081769542380,63.2%,84.2,126226568
1647,1.8,49,Italy,Treviso,"Fashion retail, investments",Fashion & Retail,Italy,False,F,Benetton,Sabrina,1973,10.6%,2001244392042,61.9%,82.9,60297396
1647,1.8,59,India,Delhi,Internet,Technology,India,True,M,Bikhchandani,Sanjeev,1963,80.4%,2611000000000,28.1%,69.4,1366417754
1647,1.8,58,United States,New York,Hedge funds,Finance & Investments,United States,True,M,Biondi,O. Francis,1964,17.2%,21427700000000,88.2%,78.5,328239523
1647,1.8,78,Uruguay,Manantiales,Oil & gas,Energy,Argentina,False,M,Bulgheroni,Alejandro,1944,102.9%,56045912952,63.1%,77.8,3461734
1647,1.8,74,India,Chennai,Dairy,Food & Beverage,India,True,M,Chandramogan,R.G.,1949,80.4%,2611000000000,28.1%,69.4,1366417754
1647,1.8,67,Nepal,Kathmandu,Diversified,Diversified,Nepal,False,M,Chaudhary,Binod,1955,88.7%,30641380604,12.4%,70.5,28608710
1647,1.8,42,United States,San Francisco,Software,Technology,United States,True,M,Conrad,Parker,1980,17.2%,21427700000000,88.2%,78.5,328239523
1647,1.8,62,United States,Cupertino,Apple,Technology,United States,True,M,Cook,Tim,1960,17.2%,21427700000000,88.2%,78.5,328239523
1647,1.8,62,United Kingdom,London,Finance,Finance & Investments,United Kingdom,True,M,Coombs,Mark,1961,19.6%,2827113184696,60.0%,81.3,66834405
1647,1.8,68,Netherlands,Blaricum,TV programs,Media & Entertainment,Netherlands,True,M,de Mol,John,1955,15.9%,909070395161,85.0%,81.8,17332850
1647,1.8,60,Spain,Madrid,Construction,Construction & Engineering,Spain,False,M,Del Pino,D. Leopoldo,1962,11.0%,1394116310769,88.9%,83.3,47076781
1647,1.8,59,China,Beijing,Software,Technology,China,True,M,Diao,Zhizhong,1963,25.1%,19910000000000,50.6%,77.0,1397715000
1647,1.8,78,United States,Clearwater,Pharmaceuticals,Healthcare,United States,True,M,Duggan,Robert,1944,17.2%,21427700000000,88.2%,78.5,328239523
1647,1.8,78,United States,Daytona Beach,"Nascar, racing",Sports,United States,False,M,France,James,1944,17.2%,21427700000000,88.2%,78.5,328239523
1647,1.8,86,United States,Miami Beach,Pharmaceuticals,Healthcare,United States,True,M,Frost,Phillip,1936,17.2%,21427700000000,88.2%,78.5,328239523
1647,1.8,77,Brazil,Sao Paulo,Insurance,Finance & Investments,Brazil,False,M,Garfinkel,Jayme,1945,67.4%,1839758040766,51.3%,75.7,212559417
1647,1.8,80,United States,San Antonio,Salsa,Food & Beverage,United States,False,M,Goldsbury,Christopher,1943,17.2%,21427700000000,88.2%,78.5,328239523
1647,1.8,86,India,Mumbai,Pharmaceuticals,Healthcare,India,False,M,Hamied,Yusuf,1936,80.4%,2611000000000,28.1%,69.4,1366417754
1647,1.8,58,United States,New York,Hedge funds,Finance & Investments,United States,True,M,Higgins,Brian,1965,17.2%,21427700000000,88.2%,78.5,328239523
1647,1.8,63,China,Hangzhou,Real estate,Real Estate,China,True,M,Huang,Wei,1959,25.1%,19910000000000,50.6%,77.0,1397715000
1647,1.8,72,China,Shanghai,Auto parts,Automotive,China,True,M,Jiang,Yintai,1950,25.1%,19910000000000,50.6%,77.0,1397715000
1647,1.8,57,China,Changchun,Pharmaceuticals,Healthcare,China,True,M,Jin,Lei,1965,25.1%,19910000000000,50.6%,77.0,1397715000
1647,1.8,68,China,Beijing,Medical equipment,Healthcare,China,True,M,Jin,Lei,1954,25.1%,19910000000000,50.6%,77.0,1397715000
1647,1.8,46,Cyprus,Peyia,Software,Technology,Cyprus,True,M,Kipyatkov,Valentin,1976,2.5%,24564647935,75.9%,80.8,1198575
1647,1.8,45,South Korea,Seoul,LG,Diversified,South Korea,False,M,Koo,Kwang-mo,1978,15.2%,2029000000000,94.3%,82.6,51709098
1647,1.8,52,United States,Paradise Valley,Security software,Technology,United States,True,M,Kurtz,George,1970,17.2%,21427700000000,88.2%,78.5,328239523
1647,1.8,67,United States,Atherton,Golden State Warriors,Sports,United States,True,M,Lacob,Joe,1956,17.2%,21427700000000,88.2%,78.5,328239523
1647,1.8,33,United States,Stanford,"Blockchain, technology",Technology,United States,True,M,Lau,Joe,1989,17.2%,21427700000000,88.2%,78.5,328239523
1647,1.8,43,Sweden,Stockholm,Investments,Diversified,Sweden,False,F,Lindh,Louise,1979,10.5%,530832908738,67.0%,82.5,10285453
1647,1.8,47,China,Panzhihua,Mining,Metals & Mining,China,True,M,Luo,Yangyong,1975,25.1%,19910000000000,50.6%,77.0,1397715000
1647,1.8,69,Brazil,Rio de Janeiro,Media,Media & Entertainment,Brazil,False,M,Marinho,Joao Roberto,1953,67.4%,1839758040766,51.3%,75.7,212559417
1647,1.8,67,Brazil,Rio de Janeiro,Media,Media & Entertainment,Brazil,False,M,Marinho,Jose Roberto,1955,67.4%,1839758040766,51.3%,75.7,212559417
1647,1.8,75,Brazil,Rio de Janeiro,Media,Media & Entertainment,Brazil,False,M,Marinho,Roberto Irineu,1947,67.4%,1839758040766,51.3%,75.7,212559417
1647,1.8,74,United States,Los Angeles,Medical patents,Healthcare,United States,True,M,Michelson,Gary,1949,17.2%,21427700000000,88.2%,78.5,328239523
1647,1.8,77,Canada,Montreal,Electronics components,Technology,Canada,True,M,Miller,Robert G.,1945,16.8%,1736425629520,68.9%,81.9,36991981
1647,1.8,51,Sweden,Stockholm,Real estate,Real Estate,Sweden,True,M,Mindus,David,1972,10.5%,530832908738,67.0%,82.5,10285453
1647,1.8,39,Netherlands,Amsterdam,Fintech,Technology,Netherlands,True,M,Mol,Adriaan,1984,15.9%,909070395161,85.0%,81.8,17332850
1647,1.8,78,India,Mumbai,Real estate,Real Estate,India,True,M,Munot,Mofatraj,1944,80.4%,2611000000000,28.1%,69.4,1366417754
1647,1.8,70,India,Nagpur,Industrial explosives,Manufacturing,India,True,M,Nuwal,Satyanarayan,1952,80.4%,2611000000000,28.1%,69.4,1366417754
1647,1.8,72,Turkey,Ankara,Diversified,Diversified,Turkey,True,M,Ozdemir,Nihat,1950,134.4%,754411708203,23.9%,77.4,83429615
1647,1.8,53,China,Shenzhen,Electronics,Technology,China,True,M,Pan,Benjamin Zhengmin,1969,25.1%,19910000000000,50.6%,77.0,1397715000
1647,1.8,61,Canada,Montreal,Media,Media & Entertainment,Canada,False,M,Péladeau,Pierre Karl,1961,16.8%,1736425629520,68.9%,81.9,36991981
1647,1.8,80,United States,New York,Leveraged buyouts,Finance & Investments,United States,True,M,Perelman,Ronald,1943,17.2%,21427700000000,88.2%,78.5,328239523
1647,1.8,46,United States,New York,Cloud computing,Technology,France,True,M,Pomel,Olivier,1977,17.2%,21427700000000,88.2%,78.5,328239523
1647,1.8,76,Thailand,Bangkok,"Media, real estate",Media & Entertainment,Thailand,False,M,Ratanarak,Krit,1946,13.3%,543649976166,49.3%,76.9,69625582
1647,1.8,70,India,Mumbai,Chemicals,Manufacturing,India,True,M,Saraf,Vinod,1952,80.4%,2611000000000,28.1%,69.4,1366417754
1647,1.8,65,Germany,Gaildorf,Information technology,Technology,Germany,False,F,Schick,Karin,1957,12.8%,3845630030824,70.2%,80.9,83132799
1647,1.8,58,Russia,Moscow,Steel pipes,Metals & Mining,Russia,True,M,Sedykh,Anatoly,1964,80.8%,1699876578871,81.9%,72.7,144373535
1647,1.8,57,China,Beijing,Agribusiness,Food & Beverage,China,True,M,Shao,Genhuo,1965,25.1%,19910000000000,50.6%,77.0,1397715000
1647,1.8,75,China,Yixing,Chemical,Energy,China,True,M,Shen,Xiqiang,1948,25.1%,19910000000000,50.6%,77.0,1397715000
1647,1.8,68,India,Bangalore,Software services,Technology,India,True,M,Shibulal,S.D.,1955,80.4%,2611000000000,28.1%,69.4,1366417754
1647,1.8,60,South Korea,Seoul,Cosmetics,Fashion & Retail,South Korea,False,M,Suh,Kyung-bae,1963,15.2%,2029000000000,94.3%,82.6,51709098
1647,1.8,73,China,Jinjiang,Hygiene products,Manufacturing,China,True,M,Sze,Man Bok,1950,25.1%,19910000000000,50.6%,77.0,1397715000
1647,1.8,62,Vietnam,Hanoi,Steel,Manufacturing,Vietnam,True,M,Tran Dinh,Long,1961,63.5%,261921244843,28.5%,75.3,96462106
1647,1.8,67,United States,Brookline,Software,Technology,United States,True,M,Trefler,Alan,1956,17.2%,21427700000000,88.2%,78.5,328239523
1647,1.8,46,United States,Malibu,E-cigarettes,Finance & Investments,United States,True,M,Valani,Riaz,1976,17.2%,21427700000000,88.2%,78.5,328239523
1647,1.8,53,Netherlands,Amsterdam,Payments software,Technology,Netherlands,True,M,van der Does,Pieter,1969,15.9%,909070395161,85.0%,81.8,17332850
1647,1.8,69,Germany,Allendorf,Heating and cooling equipment,Manufacturing,Germany,False,M,Viessmann,Martin,1953,12.8%,3845630030824,70.2%,80.9,83132799
1647,1.8,35,United States,San Francisco,Blockchain technology,Technology,United States,True,M,Viswanathan,Nikil,1987,17.2%,21427700000000,88.2%,78.5,328239523
1647,1.8,62,United States,Dallas,Online media,Media & Entertainment,United States,True,M,Wagner,Todd,1960,17.2%,21427700000000,88.2%,78.5,328239523
1647,1.8,51,United States,San Francisco,Twitter,Technology,United States,True,M,Williams,Evan,1972,17.2%,21427700000000,88.2%,78.5,328239523
1647,1.8,75,Australia,Sydney,Investments,Metals & Mining,Malaysia,False,M,Wong,Kie Chie,1948,19.8%,1392680589329,113.1%,82.7,25766605
1647,1.8,56,China,Ningde,Batteries,Energy,China,True,M,Wu,Yingming,1967,25.1%,19910000000000,50.6%,77.0,1397715000
1647,1.8,52,United States,Wilson,Medical equipment,Healthcare,United States,False,F,Wyss,Amy,1971,17.2%,21427700000000,88.2%,78.5,328239523
1647,1.8,50,China,Wuhan,Real estate,Real Estate,China,True,M,Yan,Zhi,1972,25.1%,19910000000000,50.6%,77.0,1397715000
1647,1.8,60,United States,Bloomfield Hills,Steel,Manufacturing,Canada,False,M,Zekelman,Alan,1962,17.2%,21427700000000,88.2%,78.5,328239523
1647,1.8,70,China,Guangzhou,Real estate,Real Estate,China,True,M,Zhang,Li,1953,25.1%,19910000000000,50.6%,77.0,1397715000
1725,1.7,67,United States,Nashville,Tennessee Titans,Sports,United States,False,F,Adams Strunk,Amy,1955,17.2%,21427700000000,88.2%,78.5,328239523
1725,1.7,51,United States,Atherton,Venture capital investing,Finance & Investments,United States,True,M,Andreessen,Marc,1971,17.2%,21427700000000,88.2%,78.5,328239523
1725,1.7,85,Italy,Cremona,Steel,Metals & Mining,Italy,True,M,Arvedi,Giovanni,1937,10.6%,2001244392042,61.9%,82.9,60297396
1725,1.7,57,Netherlands,Amsterdam,Real estate,Real Estate,Netherlands,False,M,Bamberger,Lesley,1965,15.9%,909070395161,85.0%,81.8,17332850
1725,1.7,50,South Korea,Seoul,Entertainment,Media & Entertainment,South Korea,True,M,Bang,Si-hyuk,1972,15.2%,2029000000000,94.3%,82.6,51709098
1725,1.7,77,United States,Austin,Mutual funds,Finance & Investments,United States,True,M,Booth,David,1946,17.2%,21427700000000,88.2%,78.5,328239523
1725,1.7,61,United States,Austin,Venture capital,Technology,United States,True,M,Breyer,Jim,1961,17.2%,21427700000000,88.2%,78.5,328239523
1725,1.7,65,China,Guangzhou,Household chemicals,Manufacturing,China,True,M,Chen,Kaichen,1957,25.1%,19910000000000,50.6%,77.0,1397715000
1725,1.7,79,Netherlands,Gorinchem,Shipbuilding,Manufacturing,Netherlands,False,M,Damen,Kommer,1944,15.9%,909070395161,85.0%,81.8,17332850
1725,1.7,83,United States,Delray Beach,Energy drink,Food & Beverage,United States,True,M,DeSantis,Carl,1939,17.2%,21427700000000,88.2%,78.5,328239523
1725,1.7,53,Czech Republic,Prague,Investments,Finance & Investments,Czech Republic,True,M,Dospiva,Marek,1969,16.5%,246489245495,64.1%,79.0,10669709
1725,1.7,53,United States,Annapolis,Health IT,Healthcare,United States,True,M,Dunleavy,Keith,1969,17.2%,21427700000000,88.2%,78.5,328239523
1725,1.7,47,Italy,Turin,"FIAT, investments",Finance & Investments,Italy,False,M,Elkann,John,1976,10.6%,2001244392042,61.9%,82.9,60297396
1725,1.7,74,France,Paris,"Motorhomes, RVs",Automotive,France,False,M,Feuillet,Francois,1949,10.0%,2715518274227,65.6%,82.5,67059887
1725,1.7,75,Japan,Tokyo,Video games,Media & Entertainment,Japan,True,M,Fukushima,Yasuhiro,1947,5.5%,5081769542380,63.2%,84.2,126226568
1725,1.7,81,United States,Greenwich,Money management,Finance & Investments,United States,True,M,Gabelli,Mario,1942,17.2%,21427700000000,88.2%,78.5,328239523
1725,1.7,68,Switzerland,Zurich,Insurance,Finance & Investments,Germany,False,M,Gerling,Rolf,1954,-0.5%,703082435360,59.6%,83.6,8574832
1725,1.7,67,United States,Fort Worth,Real estate,Real Estate,United States,True,M,Goff,John,1955,17.2%,21427700000000,88.2%,78.5,328239523
1725,1.7,73,Brazil,Porto Alegre,Shoes,Fashion & Retail,Brazil,True,M,Grendene Bartelle,Alexandre,1950,67.4%,1839758040766,51.3%,75.7,212559417
1725,1.7,83,Australia,Sydney,Retail,Fashion & Retail,Australia,True,M,Harvey,Gerry,1939,19.8%,1392680589329,113.1%,82.7,25766605
1725,1.7,49,China,Shenzhen,Software,Technology,China,True,M,He,Zhaoxi,1974,25.1%,19910000000000,50.6%,77.0,1397715000
1725,1.7,73,Thailand,Bangkok,Hotels,Real Estate,Thailand,True,M,Heinecke,William,1949,13.3%,543649976166,49.3%,76.9,69625582
1725,1.7,66,Canada,Toronto,Real estate finance,Finance & Investments,Canada,True,M,Hennick,Jay,1957,16.8%,1736425629520,68.9%,81.9,36991981
1725,1.7,64,Finland,Helsinki,"Elevators, escalators",Manufacturing,Finland,False,M,Herlin,Ilkka,1959,12.3%,268761201365,88.2%,81.7,5520314
1725,1.7,68,Singapore,Singapore,Real estate,Real Estate,Singapore,False,M,Hiranandani,Asok Kumar,1954,14.4%,372062527489,84.8%,83.1,5703569
1725,1.7,90,Canada,Toronto,"Insurance, investments",Finance & Investments,Canada,True,M,Jackman,Hal,1932,16.8%,1736425629520,68.9%,81.9,36991981
1725,1.7,71,India,Delhi,Chemicals,Manufacturing,India,False,M,Jain,Pavan,1951,80.4%,2611000000000,28.1%,69.4,1366417754
1725,1.7,72,Thailand,Bangkok,Transportation,Real Estate,Thailand,True,M,Kanjanapas,Keeree,1950,13.3%,543649976166,49.3%,76.9,69625582
1725,1.7,52,United States,La Jolla,Biotech,Healthcare,United States,True,M,Kibar,Osman,1971,17.2%,21427700000000,88.2%,78.5,328239523
1725,1.7,62,South Korea,Seoul,Apparel,Fashion & Retail,South Korea,True,M,Kim,Chang-soo,1961,15.2%,2029000000000,94.3%,82.6,51709098
1725,1.7,59,Turkey,Istanbul,Fashion retail,Fashion & Retail,Turkey,True,M,Kucuk,Mustafa,1963,134.4%,754411708203,23.9%,77.4,83429615
1725,1.7,53,China,Shanghai,Express delivery,Logistics,China,True,M,Lai,Jianfa,1957,25.1%,19910000000000,50.6%,77.0,1397715000
1725,1.7,87,Malaysia,"Tawau, Sabah","Palm oil, property",Diversified,Malaysia,False,M,Lau,Cho Kun,1936,21.5%,364701517788,45.1%,76.0,32447385
1725,1.7,48,United States,New York,Cloud computing,Technology,United States,True,M,Lê-Quôc,Alexis,1974,17.2%,21427700000000,88.2%,78.5,328239523
1725,1.7,70,China,Lanzhou,Pharmaceuticals,Healthcare,China,True,F,Lei,Jufang,1953,25.1%,19910000000000,50.6%,77.0,1397715000
1725,1.7,78,United States,San Antonio,Medical products,Healthcare,United States,True,M,Leininger,James,1945,17.2%,21427700000000,88.2%,78.5,328239523
1725,1.7,54,China,Foshan,Soy sauce,Food & Beverage,China,True,F,Li,Xuhui,1968,25.1%,19910000000000,50.6%,77.0,1397715000
1725,1.7,59,United States,Key Largo,Sandwich chain,Food & Beverage,United States,True,M,Liautaud,Jimmy John,1964,17.2%,21427700000000,88.2%,78.5,328239523
1725,1.7,54,China,Bayannur,Iron ore mining,Metals & Mining,China,True,M,Lin,Lairong,1968,25.1%,19910000000000,50.6%,77.0,1397715000
1725,1.7,65,China,Shenzhen,Drones,Technology,China,True,M,Lu,Di,1957,25.1%,19910000000000,50.6%,77.0,1397715000
1725,1.7,30,United States,Newport Beach,Virtual reality,Technology,United States,True,M,Luckey,Palmer,1992,17.2%,21427700000000,88.2%,78.5,328239523
1725,1.7,85,United States,Princeton,Bloomberg LP,Finance & Investments,United States,True,M,MacMillan,Duncan,1937,17.2%,21427700000000,88.2%,78.5,328239523
1725,1.7,47,Japan,Chiba,Online retail,Technology,Japan,True,M,Maezawa,Yusaku,1975,5.5%,5081769542380,63.2%,84.2,126226568
1725,1.7,60,Brazil,Sao Luis,Supermarkets,Fashion & Retail,Brazil,True,M,Mateus,Ilson,1963,67.4%,1839758040766,51.3%,75.7,212559417
1725,1.7,74,China,Langfang,Chemicals,Manufacturing,China,True,M,Meng,Qingshan,1948,25.1%,19910000000000,50.6%,77.0,1397715000
1725,1.7,73,Spain,Madrid,Wedding dresses,Fashion & Retail,Spain,True,M,Palatchi,Alberto,1949,11.0%,1394116310769,88.9%,83.3,47076781
1725,1.7,75,India,Mumbai,Adhesives,Manufacturing,India,False,F,Parekh,Mrudula,1948,80.4%,2611000000000,28.1%,69.4,1366417754
1725,1.7,56,Romania,Bacau,Retail,Fashion & Retail,Romania,True,M,Paval,Dragos,1966,23.8%,250077444017,49.4%,75.4,19356544
1725,1.7,73,United States,Miami,Real estate,Real Estate,United States,True,M,Perez,Jorge,1949,17.2%,21427700000000,88.2%,78.5,328239523
1725,1.7,59,Russia,Moscow,Steel pipes,Metals & Mining,Russia,True,M,Pumpyansky,Dmitry,1964,80.8%,1699876578871,81.9%,72.7,144373535
1725,1.7,60,China,Nanjing,Pharmaceutical,Healthcare,China,True,M,Ren,Jinsheng,1963,25.1%,19910000000000,50.6%,77.0,1397715000
1725,1.7,63,United States,Philadelphia,Comcast,Media & Entertainment,United States,False,M,Roberts,Brian,1959,17.2%,21427700000000,88.2%,78.5,328239523
1725,1.7,76,United States,Atlanta,Waffle House,Food & Beverage,United States,False,M,Rogers,Joe,1946,17.2%,21427700000000,88.2%,78.5,328239523
1725,1.7,87,China,Shangyu,Chemicals,Manufacturing,China,True,M,Ruan,Shuilong,1935,25.1%,19910000000000,50.6%,77.0,1397715000
1725,1.7,67,United States,Palm Beach,Homebuilder,Real Estate,United States,True,M,Saville,Paul,1955,17.2%,21427700000000,88.2%,78.5,328239523
1725,1.7,64,Russia,Rostov-on-Don,Agribusiness,Diversified,Russia,True,M,Savvidis,Ivan,1959,80.8%,1699876578871,81.9%,72.7,144373535
1725,1.7,58,Japan,Tokyo,Healthcare,Healthcare,Japan,True,M,Shibahara,Keiichi,1964,5.5%,5081769542380,63.2%,84.2,126226568
1725,1.7,89,India,Mumbai,Agrochemicals,Manufacturing,India,True,M,Shroff,Rajju,1933,80.4%,2611000000000,28.1%,69.4,1366417754
1725,1.7,53,China,Guangzhou,Cosmetics,Fashion & Retail,China,True,M,Sun,Huaiqing,1969,25.1%,19910000000000,50.6%,77.0,1397715000
1725,1.7,75,France,Paris,Real estate development,Real Estate,France,True,M,Taravella,Alain,1948,10.0%,2715518274227,65.6%,82.5,67059887
1725,1.7,69,United States,New York,"Insurance, NFL team",Diversified,United States,False,M,Tisch,Jonathan,1953,17.2%,21427700000000,88.2%,78.5,328239523
